player,team,position,x,y
Adil Khan,East Bengal,Left Center Back,21.9,28.7
Hira Mondal,East Bengal,Left Back,15.4,20.7
Lalrinliana Hnamte,East Bengal,Right Midfield,62.9,75.1
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,44.2,62.1
Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,66.1,42.8
Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,81.8,67.5
Sourav Das,East Bengal,Center Defensive Midfield,60.3,37.7
Adil Khan,East Bengal,Left Center Back,32.3,15.9
Serigne Mourtada Fall,Mumbai City,Right Center Back,43.7,72.5
Daniel Chima Chukwu,East Bengal,Center Forward,72.5,10.9
Bipin Singh Thounajam,Mumbai City,Left Wing,101.4,39.2
Bipin Singh Thounajam,Mumbai City,Left Wing,87.6,13.5
Lalrinliana Hnamte,East Bengal,Right Midfield,26.7,73.5
Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,92.2,38.9
Lalengmawia Ralte,Mumbai City,Right Defensive Midfield,81.4,46.0
Hira Mondal,East Bengal,Left Back,12.3,14.3
Hira Mondal,East Bengal,Left Back,49.4,8.5
Thongkhosiem Haokip,East Bengal,Left Center Midfield,52.0,12.4
Lalengmawia Ralte,Mumbai City,Right Defensive Midfield,62.8,52.0
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,77.0,33.4
Bikash Jairu,East Bengal,Left Midfield,60.3,6.0
Sourav Das,East Bengal,Center Defensive Midfield,23.3,13.5
Bikash Jairu,East Bengal,Left Midfield,33.9,8.5
Hira Mondal,East Bengal,Left Back,29.8,7.3
Lalrinliana Hnamte,East Bengal,Right Midfield,4.8,62.4
Lalrinliana Hnamte,East Bengal,Right Midfield,5.1,72.4
Bipin Singh Thounajam,Mumbai City,Left Wing,110.7,19.9
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,46.7,61.9
Bipin Singh Thounajam,Mumbai City,Left Wing,54.2,30.6
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,68.1,55.2
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,46.4,67.8
Sourav Das,East Bengal,Center Defensive Midfield,78.3,6.0
Thongkhosiem Haokip,East Bengal,Left Center Midfield,65.1,12.3
Adil Khan,East Bengal,Left Center Back,25.8,39.1
Adil Khan,East Bengal,Left Center Back,28.6,48.5
Lalrinliana Hnamte,East Bengal,Right Midfield,15.3,59.0
Rahul Bheke,Mumbai City,Left Center Back,62.9,5.0
Vignesh Dakshinamurthy,Mumbai City,Left Back,71.4,3.0
Daniel Chima Chukwu,East Bengal,Center Forward,92.5,63.2
Sourav Das,East Bengal,Center Defensive Midfield,54.7,58.2
Lalengmawia Ralte,Mumbai City,Right Defensive Midfield,38.9,25.5
Thongkhosiem Haokip,East Bengal,Left Center Midfield,98.9,67.4
Thongkhosiem Haokip,East Bengal,Left Center Midfield,92.9,79.0
Bikash Jairu,East Bengal,Left Midfield,69.2,11.8
Hira Mondal,East Bengal,Left Back,33.7,20.1
Serigne Mourtada Fall,Mumbai City,Right Center Back,39.2,61.3
Ankit Mukherjee,East Bengal,Right Center Back,46.1,52.9
Rahul Bheke,Mumbai City,Left Center Back,61.2,23.1
Lalrinliana Hnamte,East Bengal,Right Midfield,47.9,53.4
Thongkhosiem Haokip,East Bengal,Left Center Midfield,69.5,27.3
Igor Angulo Albóniga,Mumbai City,Center Forward,79.7,66.6
Amey Ganesh Ranawade,Mumbai City,Right Back,27.2,73.0
Lalengmawia Ralte,Mumbai City,Right Defensive Midfield,34.7,18.8
Amarjit Singh Kiyam Singh,East Bengal,Right Back,8.7,65.9
Amarjit Singh Kiyam Singh,East Bengal,Right Back,6.4,77.0
Thongkhosiem Haokip,East Bengal,Left Center Midfield,38.1,69.6
Thongkhosiem Haokip,East Bengal,Left Center Midfield,38.7,53.7
Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,101.4,40.3
Sourav Das,East Bengal,Center Defensive Midfield,22.5,31.8
Bikash Jairu,East Bengal,Left Midfield,26.1,29.3
Serigne Mourtada Fall,Mumbai City,Right Center Back,67.3,37.8
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,63.1,37.7
Daniel Chima Chukwu,East Bengal,Center Forward,53.9,43.7
Hira Mondal,East Bengal,Left Back,82.0,19.0
Daniel Chima Chukwu,East Bengal,Center Forward,89.2,13.1
Raynier Fernandes,Mumbai City,Right Wing,39.2,76.1
Adil Khan,East Bengal,Left Center Back,45.4,34.5
Raynier Fernandes,Mumbai City,Right Wing,48.2,74.4
Bipin Singh Thounajam,Mumbai City,Left Wing,66.1,11.7
Vignesh Dakshinamurthy,Mumbai City,Left Back,47.5,7.7
Daniel Chima Chukwu,East Bengal,Center Forward,111.5,66.9
Bipin Singh Thounajam,Mumbai City,Left Wing,49.9,19.8
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,73.6,35.4
Ankit Mukherjee,East Bengal,Right Center Back,39.2,48.9
Amarjit Singh Kiyam Singh,East Bengal,Right Back,12.3,66.9
Adil Khan,East Bengal,Left Center Back,27.2,31.8
Adil Khan,East Bengal,Left Center Back,43.1,20.3
Mohammed Rafique,East Bengal,Right Midfield,68.1,57.3
Vignesh Dakshinamurthy,Mumbai City,Left Back,47.7,28.8
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,29.6,33.8
Raynier Fernandes,Mumbai City,Right Wing,68.7,76.1
Thongkhosiem Haokip,East Bengal,Left Center Midfield,66.2,18.3
Ankit Mukherjee,East Bengal,Right Center Back,42.2,36.7
Sourav Das,East Bengal,Center Defensive Midfield,45.4,34.8
Sourav Das,East Bengal,Center Defensive Midfield,43.3,23.7
Adil Khan,East Bengal,Left Center Back,6.7,26.9
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,76.0,63.3
Hira Mondal,East Bengal,Left Back,26.4,2.9
Sourav Das,East Bengal,Center Defensive Midfield,22.1,19.2
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,70.2,60.5
Mohammed Rafique,East Bengal,Right Midfield,40.7,49.6
Ankit Mukherjee,East Bengal,Right Center Back,22.3,54.3
Lalrinliana Hnamte,East Bengal,Left Midfield,80.3,68.8
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,77.3,44.9
Lalrinliana Hnamte,East Bengal,Left Midfield,42.6,6.8
Rahul Bheke,Mumbai City,Left Center Back,117.0,65.8
Vignesh Dakshinamurthy,Mumbai City,Left Back,113.8,14.3
Serigne Mourtada Fall,Mumbai City,Right Center Back,39.0,20.7
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,42.2,11.1
Rahul Bheke,Mumbai City,Left Center Back,67.2,45.9
Vignesh Dakshinamurthy,Mumbai City,Left Back,32.6,34.4
Serigne Mourtada Fall,Mumbai City,Right Center Back,25.7,34.4
Rahul Bheke,Mumbai City,Left Center Back,11.8,28.2
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,86.7,33.3
Vignesh Dakshinamurthy,Mumbai City,Left Back,11.6,23.3
Lalrinliana Hnamte,East Bengal,Left Midfield,89.0,22.8
Ankit Mukherjee,East Bengal,Right Center Back,30.6,47.4
Sourav Das,East Bengal,Center Defensive Midfield,35.8,44.4
Lalrinliana Hnamte,East Bengal,Left Midfield,11.6,65.6
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,104.4,16.4
Bipin Singh Thounajam,Mumbai City,Left Wing,90.3,10.4
Bipin Singh Thounajam,Mumbai City,Left Wing,88.0,8.9
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,78.1,12.8
Amarjit Singh Kiyam Singh,East Bengal,Right Back,18.5,39.1
Amarjit Singh Kiyam Singh,East Bengal,Right Back,21.9,48.7
Mohammed Rafique,East Bengal,Right Midfield,74.3,68.8
Lalrinliana Hnamte,East Bengal,Left Midfield,68.9,9.6
Daniel Chima Chukwu,East Bengal,Center Forward,61.0,12.8
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,55.0,36.5
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,87.3,54.1
Thongkhosiem Haokip,East Bengal,Left Center Midfield,37.5,26.0
Thongkhosiem Haokip,East Bengal,Left Center Midfield,47.8,12.8
Hira Mondal,East Bengal,Left Back,20.0,17.0
Serigne Mourtada Fall,Mumbai City,Right Center Back,18.9,74.6
Daniel Chima Chukwu,East Bengal,Center Forward,94.4,5.1
Igor Angulo Albóniga,Mumbai City,Center Forward,44.5,48.5
Lalengmawia Ralte,Mumbai City,Right Defensive Midfield,37.0,55.4
Ahmed Jahouh,Mumbai City,Left Defensive Midfield,34.3,71.6
Daniel Chima Chukwu,East Bengal,Center Forward,91.2,38.0
Sourav Das,East Bengal,Center Defensive Midfield,45.0,23.2
Mohammed Rafique,East Bengal,Right Midfield,76.4,59.0
Hira Mondal,East Bengal,Left Back,3.9,16.8
Adil Khan,East Bengal,Left Center Back,43.5,17.0
Rahul Bheke,Mumbai City,Left Center Back,30.4,19.0
Ahmed Jahouh,Mumbai City,Right Defensive Midfield,12.4,25.6
Sourav Das,East Bengal,Center Defensive Midfield,48.8,56.0
Igor Angulo Albóniga,Mumbai City,Center Forward,105.5,26.3
Sourav Das,East Bengal,Center Defensive Midfield,58.7,40.8
Ankit Mukherjee,East Bengal,Right Center Back,52.3,51.5
Serigne Mourtada Fall,Mumbai City,Right Center Back,35.8,58.6
Vinit Rai Chamling,Mumbai City,Left Defensive Midfield,43.5,57.7
Ahmed Jahouh,Mumbai City,Right Defensive Midfield,40.7,56.9
Bipin Singh Thounajam,Mumbai City,Left Wing,49.7,14.1
Hira Mondal,East Bengal,Left Back,39.0,8.7
Adil Khan,East Bengal,Left Center Back,12.0,23.2
Adil Khan,East Bengal,Left Center Back,25.3,13.0
Adil Khan,East Bengal,Left Center Back,39.4,6.6
Vignesh Dakshinamurthy,Mumbai City,Left Back,21.6,8.1
Bipin Singh Thounajam,Mumbai City,Left Wing,4.7,5.7
Darren Sidoel,East Bengal,Right Back,115.4,56.4
Lalengmawia Ralte,Mumbai City,Center Attacking Midfield,70.0,26.5
Darren Sidoel,East Bengal,Right Midfield,10.3,65.6
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,35.1,42.1
Rahul Bheke,Mumbai City,Left Center Back,56.3,18.8
Vinit Rai Chamling,Mumbai City,Left Defensive Midfield,59.1,21.1
Ahmed Jahouh,Mumbai City,Right Defensive Midfield,43.5,74.8
Adil Khan,East Bengal,Left Center Back,50.1,57.9
Sourav Das,East Bengal,Center Defensive Midfield,45.2,62.8
Ankit Mukherjee,East Bengal,Right Center Back,3.1,45.9
Lalengmawia Ralte,Mumbai City,Center Attacking Midfield,114.5,17.1
Vignesh Dakshinamurthy,Mumbai City,Left Back,112.3,26.9
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,6.3,50.2
Hira Mondal,East Bengal,Left Back,14.4,20.7
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,19.7,28.4
Lalrinliana Hnamte,East Bengal,Left Midfield,23.6,33.1
Arindam Bhattacharja,East Bengal,Goalkeeper,2.0,26.2
Thongkhosiem Haokip,East Bengal,Left Center Midfield,8.4,36.3
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,26.4,42.1
Ahmed Jahouh,Mumbai City,Right Defensive Midfield,54.2,69.7
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,95.9,11.3
Lalrinliana Hnamte,East Bengal,Left Midfield,83.9,2.3
Ahmed Jahouh,Mumbai City,Right Defensive Midfield,41.5,69.0
Serigne Mourtada Fall,Mumbai City,Right Center Back,25.1,63.7
Amey Ganesh Ranawade,Mumbai City,Right Back,24.9,69.9
Wahengbam Angousana Luwang,East Bengal,Right Center Midfield,25.5,42.7
Bradden Inman,Mumbai City,Center Forward,74.5,66.5
Amey Ganesh Ranawade,Mumbai City,Right Back,64.9,73.7
Amey Ganesh Ranawade,Mumbai City,Right Back,38.8,70.8
Jackichand Singh,East Bengal,Left Midfield,66.6,7.6
Darren Sidoel,East Bengal,Right Midfield,36.0,62.8
Bipin Singh Thounajam,Mumbai City,Left Wing,97.4,16.9
Thongkhosiem Haokip,East Bengal,Left Center Midfield,115.4,68.6
Lalengmawia Ralte,Mumbai City,Center Attacking Midfield,92.0,50.0
Vignesh Dakshinamurthy,Mumbai City,Left Back,72.8,21.3
Vinit Rai Chamling,Mumbai City,Left Defensive Midfield,54.6,13.0
Darren Sidoel,East Bengal,Right Midfield,105.3,66.2
Mohammed Rafique,East Bengal,Right Back,17.0,52.1
Hira Mondal,East Bengal,Left Back,61.0,17.3
Adil Khan,East Bengal,Left Center Back,20.2,8.5
Adil Khan,East Bengal,Left Center Back,25.1,14.3
Balwant Singh,East Bengal,Right Center Midfield,23.6,27.7
Ygor de Oliveira Ferreira,Mumbai City,Right Wing,97.4,50.6
Vinit Rai Chamling,Mumbai City,Left Defensive Midfield,81.8,52.8
Ankit Mukherjee,East Bengal,Right Center Back,26.6,45.3
Thongkhosiem Haokip,East Bengal,Left Center Midfield,78.1,45.5
Adil Khan,East Bengal,Left Center Back,25.1,20.3
Mohammed Rafique,East Bengal,Right Back,24.4,70.5
Mohammed Rafique,East Bengal,Right Back,13.7,66.2
Akash Mishra,Hyderabad,Left Back,17.0,11.5
Liston Colaco,ATK Mohun Bagan,Left Wing,91.1,6.4
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,64.6,58.1
Akash Mishra,Hyderabad,Left Back,61.5,36.6
Manvir Singh,ATK Mohun Bagan,Right Wing,60.1,36.4
David Joel Williams,ATK Mohun Bagan,Center Forward,63.2,35.7
Eduardo García Martín,Hyderabad,Center Attacking Midfield,72.3,38.5
Hitesh Sharma,Hyderabad,Right Defensive Midfield,70.9,42.5
Hitesh Sharma,Hyderabad,Right Defensive Midfield,45.6,54.1
Liston Colaco,ATK Mohun Bagan,Left Wing,56.1,3.3
Manvir Singh,ATK Mohun Bagan,Right Wing,23.9,63.6
Eduardo García Martín,Hyderabad,Center Attacking Midfield,103.6,17.2
Carl Gerard McHugh,ATK Mohun Bagan,Left Defensive Midfield,32.1,60.3
Juan Antonio González Fernández,Hyderabad,Left Center Back,54.9,28.8
David Joel Williams,ATK Mohun Bagan,Center Forward,63.8,45.1
Eduardo García Martín,Hyderabad,Center Attacking Midfield,66.2,21.0
Deepak Tangri,ATK Mohun Bagan,Right Defensive Midfield,59.1,60.6
Carl Gerard McHugh,ATK Mohun Bagan,Left Defensive Midfield,34.7,23.0
Nikhil Poojary,Hyderabad,Right Wing,83.7,69.4
Hitesh Sharma,Hyderabad,Right Defensive Midfield,49.4,67.8
Liston Colaco,ATK Mohun Bagan,Left Wing,70.7,4.5
Asish Rai,Hyderabad,Right Back,27.9,68.5
David Joel Williams,ATK Mohun Bagan,Center Forward,103.1,18.0
Liston Colaco,ATK Mohun Bagan,Left Wing,27.0,4.3
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,84.6,35.4
Akash Mishra,Hyderabad,Left Back,75.4,3.0
Eduardo García Martín,Hyderabad,Center Attacking Midfield,82.7,4.9
Manvir Singh,ATK Mohun Bagan,Right Wing,37.6,77.5
Akash Mishra,Hyderabad,Left Back,69.2,3.7
Asish Rai,Hyderabad,Right Back,11.1,65.7
David Joel Williams,ATK Mohun Bagan,Center Forward,111.1,39.0
Ashutosh Mehta,ATK Mohun Bagan,Right Back,35.7,44.5
Akash Mishra,Hyderabad,Left Back,63.6,26.6
Carl Gerard McHugh,ATK Mohun Bagan,Left Defensive Midfield,9.7,52.5
Akash Mishra,Hyderabad,Left Back,51.8,20.3
Akash Mishra,Hyderabad,Left Back,58.3,21.5
Asish Rai,Hyderabad,Right Back,24.0,59.4
Manvir Singh,ATK Mohun Bagan,Right Wing,52.4,73.3
Akash Mishra,Hyderabad,Left Back,23.2,7.9
Hitesh Sharma,Hyderabad,Right Defensive Midfield,19.7,10.5
Liston Colaco,ATK Mohun Bagan,Left Wing,28.8,2.5
Akash Mishra,Hyderabad,Left Back,14.1,17.0
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,35.1,22.8
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,40.1,67.6
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,61.8,59.3
David Joel Williams,ATK Mohun Bagan,Center Forward,77.6,38.3
Hitesh Sharma,Hyderabad,Right Defensive Midfield,71.7,68.7
David Joel Williams,ATK Mohun Bagan,Center Forward,84.2,43.7
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,69.4,53.4
Deepak Tangri,ATK Mohun Bagan,Right Defensive Midfield,46.1,27.8
Hitesh Sharma,Hyderabad,Right Defensive Midfield,74.9,11.9
Pritam Kotal,ATK Mohun Bagan,Right Center Back,77.2,68.8
Carl Gerard McHugh,ATK Mohun Bagan,Left Defensive Midfield,74.3,66.8
Juan Antonio González Fernández,Hyderabad,Left Center Back,31.9,40.0
Hitesh Sharma,Hyderabad,Right Defensive Midfield,25.8,24.1
Hitesh Sharma,Hyderabad,Right Defensive Midfield,13.8,5.8
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,94.0,67.4
Ashutosh Mehta,ATK Mohun Bagan,Right Back,56.3,60.1
Akash Mishra,Hyderabad,Left Back,45.0,22.6
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,51.1,24.9
Pritam Kotal,ATK Mohun Bagan,Right Center Back,63.5,68.5
Manvir Singh,ATK Mohun Bagan,Right Wing,69.0,76.1
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,64.9,71.2
José Luis Espinosa Arroyo,ATK Mohun Bagan,Left Center Back,6.3,6.0
Nikhil Poojary,Hyderabad,Right Wing,86.8,71.2
Asish Rai,Hyderabad,Right Back,80.7,75.7
Joni Ensio Kauko,ATK Mohun Bagan,Left Defensive Midfield,24.5,62.4
David Joel Williams,ATK Mohun Bagan,Center Forward,28.6,54.3
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,7.5,68.2
Asish Rai,Hyderabad,Right Back,67.9,59.8
Konsham Chinglensana Singh,Hyderabad,Right Center Back,39.8,22.6
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,43.9,11.9
Eduardo García Martín,Hyderabad,Center Attacking Midfield,51.1,9.9
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,43.9,20.6
Akash Mishra,Hyderabad,Left Back,7.0,21.8
Asish Rai,Hyderabad,Right Back,73.4,20.3
Akash Mishra,Hyderabad,Left Back,5.4,8.7
Aniket Anil Jadhav,Hyderabad,Left Wing,20.0,9.3
Eduardo García Martín,Hyderabad,Center Attacking Midfield,52.2,31.5
Asish Rai,Hyderabad,Right Back,18.7,55.6
Ashutosh Mehta,ATK Mohun Bagan,Right Back,63.6,4.9
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,65.2,3.2
Nikhil Poojary,Hyderabad,Right Wing,58.9,76.2
Akash Mishra,Hyderabad,Left Back,2.3,4.5
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,112.7,70.8
Prabir Das,ATK Mohun Bagan,Left Back,94.8,68.7
Akash Mishra,Hyderabad,Left Back,0.9,6.1
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,72.6,67.6
David Joel Williams,ATK Mohun Bagan,Center Forward,108.5,45.6
Ashutosh Mehta,ATK Mohun Bagan,Right Back,75.4,12.2
Asish Rai,Hyderabad,Right Back,13.9,56.3
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,18.5,40.0
Pritam Kotal,ATK Mohun Bagan,Right Center Back,70.2,65.2
Nikhil Poojary,Hyderabad,Right Wing,81.8,75.0
Nikhil Poojary,Hyderabad,Right Wing,97.0,75.7
Akash Mishra,Hyderabad,Left Back,19.1,4.3
Hitesh Sharma,Hyderabad,Right Defensive Midfield,14.4,10.2
Prabir Das,ATK Mohun Bagan,Left Back,88.6,76.6
Hitesh Sharma,Hyderabad,Right Defensive Midfield,18.0,31.5
Lenny Rodrigues,ATK Mohun Bagan,Right Defensive Midfield,70.4,56.7
Hitesh Sharma,Hyderabad,Right Defensive Midfield,54.9,10.2
Asish Rai,Hyderabad,Right Back,20.5,66.9
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,63.1,7.0
Pritam Kotal,ATK Mohun Bagan,Right Center Back,34.8,17.7
Ashutosh Mehta,ATK Mohun Bagan,Right Back,5.9,10.1
Nikhil Poojary,Hyderabad,Right Wing,116.1,73.3
Hitesh Sharma,Hyderabad,Right Defensive Midfield,90.1,48.9
Hitesh Sharma,Hyderabad,Right Defensive Midfield,34.3,60.6
Konsham Chinglensana Singh,Hyderabad,Right Center Back,21.8,66.0
Lenny Rodrigues,ATK Mohun Bagan,Right Defensive Midfield,31.6,11.7
José Luis Espinosa Arroyo,ATK Mohun Bagan,Left Center Back,27.2,22.1
Pritam Kotal,ATK Mohun Bagan,Right Center Back,25.7,42.0
Hitesh Sharma,Hyderabad,Right Defensive Midfield,99.1,27.6
Lenny Rodrigues,ATK Mohun Bagan,Right Defensive Midfield,50.8,55.0
Aniket Anil Jadhav,Hyderabad,Left Wing,83.2,8.7
Aniket Anil Jadhav,Hyderabad,Left Wing,79.7,8.8
Akash Mishra,Hyderabad,Left Back,36.0,8.7
Akash Mishra,Hyderabad,Left Back,41.4,9.7
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,78.3,55.4
Akash Mishra,Hyderabad,Left Back,15.8,6.6
Sahil Tavora,Hyderabad,Right Defensive Midfield,32.4,50.4
Akash Mishra,Hyderabad,Left Back,19.1,30.7
Sahil Tavora,Hyderabad,Right Defensive Midfield,38.1,15.4
Liston Colaco,ATK Mohun Bagan,Left Wing,67.4,26.6
Manvir Singh,ATK Mohun Bagan,Right Wing,50.8,76.6
Asish Rai,Hyderabad,Right Back,7.5,52.0
Joni Ensio Kauko,ATK Mohun Bagan,Left Defensive Midfield,102.1,42.8
Lenny Rodrigues,ATK Mohun Bagan,Right Defensive Midfield,41.4,40.6
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,41.5,67.6
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,109.3,26.3
Sahil Tavora,Hyderabad,Right Defensive Midfield,78.3,8.1
Rohit Danu,Hyderabad,Left Wing,28.9,71.0
Rohit Danu,Hyderabad,Right Wing,4.3,71.0
Rohit Danu,Hyderabad,Right Wing,12.3,72.3
Roy Krishna,ATK Mohun Bagan,Center Forward,85.4,12.2
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,81.6,9.9
Roy Krishna,ATK Mohun Bagan,Center Forward,82.9,18.2
Ashutosh Mehta,ATK Mohun Bagan,Right Back,46.5,14.4
Rohit Danu,Hyderabad,Right Wing,100.2,69.1
Akash Mishra,Hyderabad,Left Back,58.4,35.2
Lenny Rodrigues,ATK Mohun Bagan,Right Defensive Midfield,33.5,66.1
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,110.5,32.2
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,83.5,40.0
Sahil Tavora,Hyderabad,Right Defensive Midfield,71.7,46.3
Ashutosh Mehta,ATK Mohun Bagan,Right Back,52.3,3.9
Sahil Tavora,Hyderabad,Right Defensive Midfield,62.0,30.0
Juan Antonio González Fernández,Hyderabad,Left Center Back,54.8,15.1
Liston Colaco,ATK Mohun Bagan,Left Wing,86.0,29.3
Liston Colaco,ATK Mohun Bagan,Left Wing,76.1,29.0
Joni Ensio Kauko,ATK Mohun Bagan,Left Defensive Midfield,56.3,30.2
Javier Siverio Toro,Hyderabad,Center Forward,107.9,41.4
Rohit Danu,Hyderabad,Right Wing,9.2,22.7
Pritam Kotal,ATK Mohun Bagan,Right Center Back,26.7,54.0
Konsham Chinglensana Singh,Hyderabad,Right Center Back,74.7,35.9
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,53.8,36.9
Seityasen Singh,Hyderabad,Left Wing,96.3,65.5
Joni Ensio Kauko,ATK Mohun Bagan,Left Defensive Midfield,10.7,24.1
Akash Mishra,Hyderabad,Left Back,37.8,10.7
Akash Mishra,Hyderabad,Left Back,37.1,8.7
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Attacking Midfield,48.7,13.7
Javier Siverio Toro,Hyderabad,Center Forward,60.0,32.1
José Luis Espinosa Arroyo,ATK Mohun Bagan,Left Center Back,94.4,22.6
Roy Krishna,ATK Mohun Bagan,Center Forward,45.4,76.5
Roy Krishna,ATK Mohun Bagan,Center Forward,80.6,64.5
Subhasish Bose,ATK Mohun Bagan,Left Wing,43.3,4.9
Prabir Das,ATK Mohun Bagan,Left Back,38.8,75.4
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,65.9,54.0
Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,84.1,47.3
Javier Siverio Toro,Hyderabad,Center Forward,57.9,66.4
Joel Joseph Chianese,Hyderabad,Left Defensive Midfield,41.6,49.2
